Name,Country,Region,Location,Lat,Lng,Project type,Work nature,Project stage,Status,Client,General contractor/JV,General contractor,JV / parents,Concrete subcontractor,Competitor present,Value,Currency,Value band,Announced,Tender deadline,Expected concrete start,Expected completion,Concrete opportunity,Fit,Fit profile,Fit reason,Fit dimensions,Product fit,Use case,AE,SDR,Partner route,Partner contact,Source,Notice URL,Notice ID,Summary,Verified,Next action,Next action date,Recontact date,HubSpot deal
Corvus Metallurgical Coal,Australia,au,"north of Emerald, QLD",,,Industrial / manufacturing,New build,Planning / pre-tender,New,,,,,,,1240,AUD,250M+,,,,,Medium,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,EIS / coordinated project. CHPP and load-out.,__NO__,,,,
Rockhampton Hospital cardiac/theatre works,Australia,au,"Rockhampton, QLD",,,Hospital / healthcare,Refurbishment / retrofit,Main works / on site,New,Queensland Health,,,,,,40,AUD,Under 50M,,,,,Small,Low,Schedule-critical vertical build,,,Cure / Signal,In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,>$40m. Delivery.,__NO__,,,,
Mackay Base Hospital expansion,Australia,au,"Mackay, QLD",,,Hospital / healthcare,Extension,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Construction. Clinical building.,__NO__,,,,
Walkerston Bypass (Peak Downs Highway),Australia,au,"Mackay, QLD",,,Highway / road,New build,Main works / on site,New,Transport and Main Roads,,,,,,,AUD,,,,,,Medium,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Delivery. Bridges and pavement.,__NO__,,,,
Olive Downs Coking Coal,Australia,au,"near Moranbah, QLD",,,Industrial / manufacturing,New build,Complete,Disqualified,Pembroke Resources,,,,,,1000,AUD,250M+,,,,,Small,Disqualified,Precast & batching supply,,,,Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"DISQUALIFIED: operational, window spent. Reference only.",__NO__,,,,
Pioneer-Burdekin Pumped Hydro,Australia,au,"west of Mackay, QLD",,,Dam / hydro / reservoir,New build,Planning / pre-tender,Disqualified,Queensland Hydro,,,,,,,AUD,,,,,,Small,Disqualified,Mass-concrete civils,,,,Mass concrete,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,DISQUALIFIED: CANCELLED by the State Government. Noted for completeness.,__NO__,,,,
Burdekin Falls Dam raising,Australia,au,"Burdekin, QLD",,,Dam / hydro / reservoir,Extension,Main works / on site,New,Sunwater,,,,,,1670,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Mass concrete,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,$850m-$1.67bn. CONSTRUCTION 2025/26 to 2028/29. DAM RAISING.,__NO__,,,,
CopperString 2032 - Eastern Link,Australia,au,"Hughenden to Townsville, QLD",,,Power & transmission,New build,Main works / on site,New,Powerlink,,,,,,3200,AUD,250M+,,,,,Large,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Part of $3.2bn. Flinders Substation underway; line from 2028. Substations and tower footings.,__NO__,,,,
Townsville University Hospital expansion,Australia,au,"Townsville, QLD",,,Hospital / healthcare,Extension,Main works / on site,New,Queensland Health,,,,,,,AUD,,,,,,Medium,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,143 beds. Construction. Clinical building.,__NO__,,,,
Lansdown Eco-Industrial Precinct,Australia,au,"south of Townsville, QLD",,,Industrial / manufacturing,New build,Groundbreaking / enabling works,New,Townsville City Council,,,,,,,AUD,,,,,,Medium,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Slabs / pavements,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Enabling works. Precinct civils and foundations.,__NO__,,,,
Queensland Resources Common User Facility,Australia,au,"Townsville, QLD",,,Industrial / manufacturing,New build,Complete,Disqualified,,Sedgman,,,,,,AUD,,,,,,Small,Disqualified,Precast & batching supply,,,,Slabs / pavements,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,DISQUALIFIED: completed 2026 (Sedgman).,__NO__,,,,
Port of Townsville expansion (berths + laydown),Australia,au,"Townsville, QLD",,,Port / marine,New build,Main works / on site,New,Port of Townsville,,,,,,,AUD,,,,,,Large,Medium,Mass-concrete civils,,,"Cure / Signal,Data Hub",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Ongoing. WHARVES AND HARDSTAND.,__NO__,,,,
Townsville Energy Chemicals Hub,Australia,au,"Townsville, QLD",,,Industrial / manufacturing,New build,Planning / pre-tender,New,,,,,,,,AUD,,,,,,Medium,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning. Process plant.,__NO__,,,,
Cairns Water Security Stage 1,Australia,au,"Cairns, QLD",,,Water treatment,New build,Main works / on site,New,Cairns Regional Council,John Holland,,,,,326,AUD,250M+,,,,,Medium,Medium,Low-carbon spec-in,,,"MixAI,Cure / Signal,Data Hub",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"$325.5m. Under construction, 2026. WTP, intake, pipeline.",__NO__,,,,
Cairns Marine Precinct Common User Facility,Australia,au,"Cairns (Ports North), QLD",,,Port / marine,New build,Awarded - pre-start,New,Ports North,,,,,,387,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Marine / water-retaining,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"~$387m. Funded, progressing. WHARF AND HARDSTAND.",__NO__,,,,
Cairns Hospital redevelopment + health precinct,Australia,au,"Cairns, QLD",,,Hospital / healthcare,Extension,Planning / pre-tender,New,Queensland Health,,,,,,1000,AUD,250M+,,,,,Large,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,~$1bn+ programme. Master plan / staged. Clinical buildings.,__NO__,,,,
Barlow Park Stadium upgrade (Games),Australia,au,"Cairns, QLD",,,Stadium / arena / convention,Extension,Tender,New,Queensland Government,,,,,,,AUD,,,,,,Medium,High,Schedule-critical vertical build,,,"Cure / Signal,Data Hub",In-situ frame,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"Games programme. Architect appointed, delivery. NEW 5,000-SEAT GRANDSTAND.",__NO__,,,,
Barron River Bridge replacement,Australia,au,"Cairns, QLD",,,Bridge / viaduct,Replacement,Planning / pre-tender,New,Transport and Main Roads,,,,,,,AUD,,,,,,Medium,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Planning/delivery. Bridge.,__NO__,,,,
Cairns Southern Access Corridor / Western Arterial,Australia,au,"Cairns, QLD",,,Highway / road,Widening / twinning,Main works / on site,New,Transport and Main Roads,,,,,,,AUD,,,,,,Medium,High,Mass-concrete civils,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Delivery. Bridges and pavement.,__NO__,,,,
Mount Peter PDA trunk infrastructure,Australia,au,"south of Cairns, QLD",,,Residential,New build,Groundbreaking / enabling works,New,Cairns Regional Council,,,,,,,AUD,,,,,,Large,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Culverts / ancillary structures,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"18,500 homes, staged. Civils.",__NO__,,,,
CopperString 2032 - Western Link,Australia,au,"Hughenden to Mount Isa, QLD",,,Power & transmission,New build,Groundbreaking / enabling works,New,Powerlink,,,,,,,AUD,,,,,,Large,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Part of $3.2bn. Preparatory works. Substations and footings.,__NO__,,,,
Vecco Group integrated vanadium project,Australia,au,"Julia Creek / Richmond, QLD",,,Industrial / manufacturing,New build,Planning / pre-tender,New,Vecco Group,,,,,,,AUD,,,,,,Medium,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"BFS stage, FID targeted late 2026. Process plant.",__NO__,,,,
BVS Gold Project,Australia,au,"west of Townsville / NWMP, QLD",,,Industrial / manufacturing,New build,Planning / pre-tender,New,,,,,,,1600,AUD,250M+,,,,,Medium,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Part of ~$1.6bn. Prescribed project. Process plant.,__NO__,,,,
Mount Isa copper operations transition,Australia,au,"Mount Isa, QLD",,,Industrial / manufacturing,New build,Main works / on site,New,Glencore,,,,,,,AUD,,,,,,Medium,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,Ongoing. Process and foundations.,__NO__,,,,
Bruce Highway Upgrade & Targeted Safety Program,Australia,au,"SEQ to FNQ (statewide), QLD",,,Highway / road,Widening / twinning,Main works / on site,New,Transport and Main Roads,,,,,,9000,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Culverts / ancillary structures,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"$9bn+ rolling programme, multiple packages. BRIDGES, CULVERTS, PAVEMENT. Individual packages typically exceed $40m.",__NO__,,,,
Inland Rail (Queensland sections),Australia,au,"Darling Downs / West Moreton / SEQ, QLD",,,Rail / metro,New build,Tender,New,ARTC,,,,,,5000,AUD,250M+,,,,,Large,High,Mass-concrete civils,,,"Cure / Signal,MixAI,Data Hub",Tunnel linings,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,"$5bn+. Procurement/early works. Tunnel, viaducts, bridges.",__NO__,,,,
CopperString 2032 (full programme),Australia,au,"North Queensland + North West, QLD",,,Power & transmission,New build,Main works / on site,New,Powerlink,,,,,,3200,AUD,250M+,,,,,Large,Medium,Precast & batching supply,,,"Cure / Signal,Data Hub",Piling / foundations,jeremy,reed,TBD,,MANUAL,https://app.notion.com/p/3b2a315b1b00812ba5f0e1d1dd6a9f77,,$3.2bn committed. Under way (Eastern Link). Substations and footings.,__NO__,,,,
